"","Name","Season","PA","BA","OBP","SLG","R","RBI","Single","Double","Triple","HR","SB","CS","BB","IBB","K","DP","HBP","SH","SF","ServiceTime","PreBreakout"
"1172","Fukunaga, Hiroki","2024",402,0.306,0.362,0.427,40,32,81,22,2,6,9,3,27,1,82,4,6,4,2,2,"0"
"1173","Fukunaga, Hiroki","2025",57,0.173,0.246,0.25,4,3,7,1,0,1,0,1,4,0,16,1,1,0,0,3,"0"
"1174","Kondo, Hiroki","2016",49,0.186,0.255,0.372,5,4,4,2,0,2,0,0,3,0,13,0,1,2,0,1,"0"
"1175","Kondo, Hiroki","2017",33,0.207,0.281,0.345,5,1,4,1,0,1,0,0,3,0,7,1,0,1,0,2,"0"
"1176","Kondo, Hiroki","2018",4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,"0"
"1177","Shoji, Hayato","2016",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"0"
"1178","Shoji, Hayato","2017",6,0.333,0.5,0.333,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,3,"0"
"1179","Shoji, Hayato","2018",15,0,0.067,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,"0"
"1180","Suzuki, Seiya","2016",528,0.335,0.404,0.612,76,95,93,26,8,29,16,11,53,1,79,10,3,3,3,4,"0"
"1181","Satoh, Ryusei","2019",63,0.22,0.258,0.424,6,7,5,6,0,2,0,0,3,0,14,1,0,1,0,1,"0"
"1182","Satoh, Ryusei","2021",129,0.214,0.273,0.231,9,6,23,2,0,0,1,0,10,0,37,1,0,1,1,2,"0"
"1183","Satoh, Ryusei","2022",106,0.115,0.175,0.167,5,4,8,2,0,1,0,0,7,0,23,1,0,3,0,3,"0"
"1184","Satoh, Ryusei","2023",257,0.263,0.39,0.378,27,16,40,9,3,3,2,1,42,0,41,6,2,3,1,4,"0"
"1185","Kawarada, Jumpei","2022",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"1186","Kawarada, Jumpei","2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0"
"1187","Koga, Yuto","2022",71,0.155,0.265,0.241,3,4,6,2,0,1,0,0,9,1,16,1,0,3,1,1,"0"
"1188","Koga, Yuto","2023",282,0.218,0.294,0.301,12,20,36,14,0,2,1,0,23,2,54,8,3,17,0,2,"0"
"1189","Koga, Yuto","2024",279,0.228,0.286,0.285,16,12,49,3,1,3,0,0,20,0,58,8,0,13,0,3,"0"
"1190","Koga, Yuto","2025",328,0.228,0.305,0.329,26,21,51,8,0,7,1,1,32,0,62,9,0,7,0,4,"0"
"1191","Yamashita, Kouki","2016",100,0.224,0.23,0.265,11,7,19,2,1,0,3,1,1,0,18,1,0,0,1,2,"0"
"1192","Yamashita, Kouki","2017",21,0.143,0.143,0.238,3,0,1,2,0,0,0,0,0,0,6,0,0,0,0,3,"0"
"1193","Yamashita, Kouki","2018",65,0.222,0.222,0.302,3,3,11,2,0,1,1,0,0,0,13,1,0,2,0,4,"0"
"1194","Yasuda, Hisanori","2018",60,0.151,0.25,0.264,3,7,4,3,0,1,0,0,7,0,20,0,0,0,0,1,"0"
"1195","Yasuda, Hisanori","2020",460,0.221,0.326,0.321,32,54,61,19,1,6,2,1,62,1,106,10,1,0,4,2,"0"
"1196","Yasuda, Hisanori","2021",399,0.242,0.323,0.362,27,55,60,16,1,8,0,0,43,0,82,5,1,0,4,3,"0"
"1197","Yasuda, Hisanori","2022",440,0.263,0.343,0.397,33,47,69,23,1,9,1,2,45,0,86,10,4,0,3,4,"0"
"1198","Miyazaki, Ryusei","2025",110,0.194,0.248,0.224,7,3,16,3,0,0,1,0,3,0,31,1,4,5,0,1,"0"
"1199","Masaki, Tomoya","2022",80,0.254,0.367,0.448,6,5,10,4,0,3,0,0,10,0,24,1,2,1,0,1,"0"
"1200","Masaki, Tomoya","2023",30,0.038,0.167,0.038,2,1,1,0,0,0,0,0,3,0,10,0,1,0,0,2,"0"
"1201","Masaki, Tomoya","2024",282,0.27,0.31,0.43,21,29,43,21,0,7,1,0,11,0,65,4,5,1,2,3,"0"
"1202","Masaki, Tomoya","2025",65,0.259,0.308,0.362,4,8,13,0,0,2,1,0,5,0,12,2,0,0,2,4,"0"
"1203","Hori, Shuna","2025",3,0.333,0.333,0.333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"1204","Suzuki, Kohei","2016",43,0.184,0.205,0.184,2,4,7,0,0,0,0,0,1,0,8,1,0,4,0,1,"0"
"1205","Suzuki, Kohei","2017",39,0.081,0.081,0.135,10,0,1,2,0,0,0,0,0,0,8,2,0,2,0,2,"0"
"1206","Suzuki, Kohei","2018",22,0.176,0.263,0.176,6,0,3,0,0,0,0,0,0,0,4,1,2,3,0,3,"0"
"1207","Suzuki, Kohei","2019",53,0.227,0.333,0.25,3,0,9,1,0,0,0,0,4,0,12,2,3,2,0,4,"0"
"1208","Tsuji, Harutomo","2016",40,0.176,0.3,0.235,1,0,4,2,0,0,0,1,4,0,12,0,2,0,0,2,"0"
"1209","Tsuji, Harutomo","2017",36,0.25,0.333,0.25,3,1,8,0,0,0,1,0,4,0,7,1,0,0,0,3,"0"
"1210","Tsuji, Harutomo","2018",10,0.1,0.1,0.1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,"0"
"1211","Takino, Kaname","2020",8,0.286,0.375,0.286,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,"0"
"1212","Takino, Kaname","2021",30,0.103,0.133,0.172,6,0,2,0,1,0,3,0,1,0,4,0,0,0,0,2,"0"
"1213","Takino, Kaname","2022",10,0.3,0.3,0.3,1,0,3,0,0,0,1,1,0,0,3,0,0,0,0,3,"0"
"1214","Peguero, Carlos","2016",200,0.279,0.34,0.492,25,26,33,7,1,10,0,0,17,0,67,2,0,0,0,1,"1"
"1215","Peguero, Carlos","2017",517,0.281,0.356,0.49,67,75,86,17,1,26,3,2,50,3,139,16,4,0,0,2,"0"
"1216","Peguero, Carlos","2018",348,0.233,0.316,0.427,36,44,46,9,0,17,1,0,36,7,120,8,2,0,1,3,"0"
"1217","Gonzalez, Marwin","2023",321,0.217,0.266,0.385,28,38,39,14,0,12,2,0,15,0,85,3,5,1,1,1,"0"
"1218","Gonzalez, Marwin","2024",65,0.131,0.185,0.18,3,2,7,0,0,1,0,0,4,1,13,0,0,0,0,2,"0"
"1219","Miyoshi, Hironori","2022",61,0.218,0.246,0.345,7,2,8,2,1,1,6,0,2,0,16,0,0,4,0,1,"0"
"1220","Miyoshi, Hironori","2023",17,0.154,0.312,0.231,6,0,1,1,0,0,3,2,1,0,4,0,2,1,0,2,"0"
"1221","Miyoshi, Hironori","2024",90,0.22,0.27,0.268,6,4,15,2,1,0,0,0,5,0,22,2,1,1,1,3,"0"
"1222","Miya, Taisei","2023",7,0.286,0.286,0.286,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"1223","Miya, Taisei","2024",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0"
"1224","Miya, Taisei","2025",8,0.143,0.125,0.143,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,3,"0"
"1225","Miyazaki, Kazuki","2024",6,0.2,0.333,0.2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,"0"
"1226","Miyazaki, Kazuki","2025",6,0.167,0.167,0.333,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,2,"0"
"1227","Chlup, Marek","2025",5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"1228","Mejia, Ernesto","2016",583,0.252,0.333,0.509,73,103,68,26,0,35,1,1,59,4,148,15,6,0,7,3,"0"
"1229","Mejia, Ernesto","2017",388,0.241,0.32,0.458,34,53,46,18,0,19,1,0,37,0,100,7,4,0,2,4,"0"
"1230","Watanabe, Seiya","2025",452,0.259,0.299,0.395,42,43,79,16,3,12,2,3,21,2,85,11,4,0,2,1,"0"
"1231","Yamamura, Takayoshi","2023",15,0.286,0.333,0.714,3,3,2,0,0,2,0,0,1,0,5,0,0,0,0,1,"0"
"1232","Yamamura, Takayoshi","2024",223,0.219,0.268,0.284,14,23,36,5,1,2,1,2,13,0,38,2,2,3,4,2,"0"
"1233","Yamamura, Takayoshi","2025",231,0.246,0.296,0.351,14,20,39,8,1,4,0,3,14,0,36,2,2,1,3,3,"0"
"1234","Yokoyama, Seiya","2024",40,0.15,0.15,0.175,2,0,5,1,0,0,0,0,0,0,16,1,0,0,0,1,"0"
"1235","Yokoyama, Seiya","2025",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"0"
"1236","Diaz, Jordan","2025",138,0.228,0.29,0.307,6,6,23,4,0,2,0,0,11,0,31,5,0,0,0,1,"0"
"1237","Alcantara, Arismendy","2022",285,0.209,0.267,0.392,27,28,35,6,0,14,4,6,21,1,87,3,0,0,1,1,"0"
"1238","Alcantara, Arismendy","2023",125,0.204,0.262,0.363,14,10,13,6,0,4,1,0,9,0,41,1,0,3,0,2,"0"
"1239","Gracial, Yurisbel","2018",202,0.292,0.347,0.481,29,30,38,6,1,9,1,0,15,0,34,8,1,0,1,1,"0"
"1240","Gracial, Yurisbel","2019",410,0.319,0.365,0.595,61,68,73,17,1,28,4,3,22,1,84,10,7,4,4,2,"0"
"1241","Gracial, Yurisbel","2020",276,0.277,0.326,0.441,30,35,49,12,0,10,2,0,16,2,62,2,3,0,1,3,"0"
"1242","Gracial, Yurisbel","2021",150,0.304,0.36,0.457,19,15,31,6,0,5,2,0,11,0,27,4,1,0,0,4,"0"
"1243","Vosler, Jason","2025",493,0.261,0.312,0.429,37,58,70,33,2,13,0,1,30,3,101,5,6,0,5,1,"0"
"1244","Galvis, Freddy","2022",130,0.171,0.285,0.243,11,11,15,2,0,2,0,1,15,0,29,2,3,0,1,1,"0"
"1245","Galvis, Freddy","2023",34,0.152,0.176,0.152,1,1,5,0,0,0,0,0,0,0,11,1,1,0,0,2,"0"
"1246","Chino, Naoto","2021",40,0.176,0.263,0.353,4,3,3,1,1,1,0,1,3,0,12,1,1,2,0,1,"0"
"1247","Chino, Naoto","2022",14,0.154,0.214,0.154,4,0,2,0,0,0,1,0,1,0,5,0,0,0,0,2,"0"
"1248","Chino, Naoto","2023",39,0.167,0.342,0.4,9,5,2,1,0,2,2,1,7,1,9,0,1,1,0,3,"0"
"1249","Chino, Naoto","2024",22,0.111,0.273,0.167,3,2,1,1,0,0,1,0,4,0,4,1,0,0,0,4,"0"
"1250","Nishiura, Naomichi","2016",273,0.255,0.317,0.389,21,28,44,12,0,7,9,3,23,0,54,3,0,2,1,3,"0"
"1251","Nishiura, Naomichi","2017",171,0.208,0.288,0.25,9,8,24,6,0,0,3,0,16,1,31,5,1,8,2,4,"1"
"1252","Satoh, Naoki","2021",11,0,0.182,0,6,0,0,0,0,0,1,0,2,0,5,0,0,0,0,1,"0"
"1253","Satoh, Naoki","2022",35,0.129,0.206,0.323,8,2,1,1,1,1,0,0,3,0,17,0,0,1,0,2,"0"
"1254","Satoh, Naoki","2023",31,0.167,0.167,0.3,6,2,3,1,0,1,3,1,0,0,16,0,0,1,0,3,"0"
"1255","Satoh, Naoki","2024",93,0.19,0.25,0.25,7,6,12,3,1,0,3,3,4,0,30,0,3,1,1,4,"0"
"1256","Sasagawa, Yoshiyasu","2024",21,0.286,0.286,0.429,3,2,5,0,0,1,2,1,0,0,6,0,0,0,0,1,"0"
"1257","Sasagawa, Yoshiyasu","2025",63,0.213,0.222,0.262,8,8,12,0,0,1,2,0,0,0,16,1,1,0,1,2,"0"
"1258","Suzuki, Yamato","2025",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"1259","Ishibashi, Kota","2019",18,0.059,0.111,0.176,0,2,0,0,1,0,0,0,0,0,8,0,1,0,0,1,"0"
"1260","Ishibashi, Kota","2021",16,0.143,0.2,0.143,0,0,2,0,0,0,0,0,1,0,3,1,0,1,0,2,"0"
"1261","Ishibashi, Kota","2022",75,0.179,0.203,0.284,3,4,6,5,1,0,0,0,2,0,11,1,0,6,0,3,"0"
"1262","Ishibashi, Kota","2023",77,0.257,0.268,0.429,7,9,10,6,0,2,0,0,1,0,7,0,0,6,0,4,"0"
"1263","Ishikawa, Takaya","2020",41,0.222,0.3,0.278,3,1,6,2,0,0,0,0,3,0,12,1,1,1,0,1,"0"
"1264","Ishikawa, Takaya","2022",141,0.225,0.264,0.411,11,19,16,7,1,5,0,0,7,1,29,0,1,1,3,2,"0"
"1265","Ishikawa, Takaya","2023",464,0.242,0.282,0.394,32,45,65,27,0,13,0,0,22,2,69,10,4,0,4,3,"0"
"1266","Ishikawa, Takaya","2024",275,0.272,0.32,0.382,17,25,49,16,0,4,0,0,17,0,37,9,2,0,2,4,"0"
"1267","Asano, Shogo","2023",41,0.25,0.268,0.35,2,2,8,1,0,1,0,2,1,0,14,0,0,0,0,1,"0"
"1268","Asano, Shogo","2024",158,0.24,0.282,0.404,18,18,19,11,2,3,1,0,7,1,27,2,2,2,1,2,"0"
"1269","Asano, Shogo","2025",83,0.187,0.244,0.32,6,8,8,4,0,2,1,0,4,1,17,1,2,1,1,3,"0"
"1270","Ishikami, Taiki","2024",79,0.183,0.247,0.239,3,3,9,4,0,0,2,0,6,2,17,3,0,2,0,1,"0"
"1271","Ishikami, Taiki","2025",158,0.241,0.314,0.348,15,16,23,9,0,2,3,2,14,2,42,2,1,2,0,2,"0"
"1272","Tu-Hsuan, Lee","2018",18,0.188,0.278,0.25,0,3,2,1,0,0,0,0,2,0,8,0,0,0,0,4,"0"
"1273","Fujii, Ryota","2016",20,0.2,0.2,0.25,2,0,3,1,0,0,0,0,0,0,8,0,0,0,0,3,"0"
"1274","Fujii, Ryota","2017",309,0.257,0.281,0.288,20,12,70,3,0,2,5,3,9,0,56,6,1,6,1,4,"0"
"1275","Tysinger, Brandon Taiga","2021",84,0.247,0.253,0.444,9,8,10,7,0,3,0,0,0,0,21,3,1,1,1,1,"0"
"1276","Tysinger, Brandon Taiga","2024",18,0.188,0.278,0.188,0,0,3,0,0,0,0,0,2,0,7,0,0,0,0,2,"0"
"1277","Itayama, Yutaro","2016",115,0.236,0.283,0.302,9,5,19,5,1,0,1,0,7,0,31,0,0,2,0,1,"0"
"1278","Itayama, Yutaro","2017",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,"0"
"1279","Itayama, Yutaro","2018",39,0.257,0.308,0.343,1,3,8,0,0,1,0,0,3,0,14,4,0,0,1,3,"0"
"1280","Itayama, Yutaro","2020",14,0.167,0.286,0.167,1,0,2,0,0,0,1,0,2,0,3,0,0,0,0,4,"0"
"1281","Ohmura, Hajime","2018",10,0.125,0.3,0.25,1,0,0,1,0,0,0,0,2,0,4,0,0,0,0,1,"0"
"1282","Ohmura, Hajime","2019",5,0.2,0.2,0.8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,"0"
"1283","Oshima, Takumi","2016",17,0.2,0.235,0.267,1,1,2,1,0,0,0,0,0,0,2,0,1,0,1,2,"0"
"1284","Oshima, Takumi","2018",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"0"
"1285","Ohta, Ryo","2019",16,0,0.188,0,1,0,0,0,0,0,0,0,2,0,7,0,1,0,0,1,"0"
"1286","Ohta, Ryo","2020",61,0.259,0.322,0.463,6,5,9,2,0,3,0,0,4,0,19,0,1,2,0,2,"0"
"1287","Ohta, Ryo","2021",159,0.172,0.194,0.245,10,9,21,2,0,3,1,0,4,0,44,3,0,4,0,3,"0"
"1288","Ohta, Ryo","2022",101,0.196,0.245,0.293,7,5,11,6,0,1,0,0,6,0,22,0,0,3,0,4,"0"
"1289","Uebayashi, Seiji","2016",19,0.211,0.211,0.263,0,1,3,1,0,0,0,0,0,0,7,0,0,0,0,2,"0"
"1290","Uebayashi, Seiji","2017",453,0.26,0.302,0.434,54,51,67,23,5,13,12,12,24,2,96,3,2,10,2,3,"0"
"1291","Uebayashi, Seiji","2018",608,0.27,0.315,0.488,88,62,87,26,14,22,13,4,30,4,117,2,7,17,3,4,"0"
"1292","Ueda, Shota","2023",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,"0"
"1293","Ueda, Shota","2025",5,0.2,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,"0"
"1294","Nishino, Masahiro","2016",610,0.264,0.335,0.331,63,33,117,16,7,2,16,5,56,0,55,7,2,13,1,2,"0"
"1295","Nishino, Masahiro","2017",331,0.234,0.305,0.309,33,21,51,11,2,2,8,4,24,0,46,4,6,16,3,3,"0"
"1296","Nishino, Masahiro","2018",207,0.293,0.333,0.378,21,16,43,8,4,0,7,3,12,1,28,5,0,6,1,4,"0"
"1297","Nagasaka, Kenya","2018",9,0.125,0.125,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,"0"
"1298","Nagasaka, Kenya","2019",1,1,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"0"
"1299","Nagasaka, Kenya","2020",5,0.4,0.4,1,1,2,1,0,0,1,1,0,0,0,3,0,0,0,0,4,"0"
"1300","Hamada, Taiki","2019",5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"1301","Hamada, Taiki","2020",105,0.2,0.238,0.33,7,7,13,4,0,3,0,0,5,0,30,1,0,0,0,2,"0"
"1302","Hamada, Taiki","2022",148,0.206,0.238,0.383,12,14,17,5,1,6,0,1,6,0,34,5,0,1,0,3,"0"
"1303","Hamada, Taiki","2023",276,0.234,0.29,0.361,30,22,37,17,0,5,4,1,19,0,60,6,1,4,0,4,"0"
"1304","Mori, Tomoya","2016",392,0.292,0.367,0.436,43,46,72,20,0,10,1,1,42,0,96,3,0,0,1,3,"0"
"1305","Mori, Tomoya","2017",145,0.339,0.434,0.5,16,18,29,8,3,2,3,1,21,0,24,4,0,0,0,4,"1"
"1306","Tanai, Manato","2025",2,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"1307","Nakata, Keisuke","2024",16,0.214,0.267,0.214,2,0,3,0,0,0,0,0,1,0,3,1,0,1,0,1,"0"
"1308","Nakata, Keisuke","2025",96,0.23,0.28,0.253,14,3,18,2,0,0,1,3,4,0,13,2,2,3,0,2,"0"
"1309","Nishimura, Ruito","2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"1310","Nishimura, Ruito","2025",11,0.091,0.091,0.091,2,1,1,0,0,0,0,0,0,0,4,1,0,0,0,2,"0"
"1311","Kai, Takuya","2016",7,0.167,0.286,0.333,1,1,0,1,0,0,0,0,1,0,4,0,0,0,0,3,"0"
"1312","Kai, Takuya","2017",257,0.232,0.323,0.372,30,18,32,8,3,5,4,0,26,1,68,2,2,22,0,4,"0"
"1313","Kishida, Yukinori","2019",7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,"0"
"1314","Kishida, Yukinori","2020",48,0.302,0.34,0.442,2,5,9,3,0,1,0,0,3,0,16,4,0,1,1,2,"0"
"1315","Kishida, Yukinori","2021",24,0.182,0.25,0.273,1,2,3,0,1,0,0,0,2,0,8,0,0,0,0,3,"0"
"1316","Kishida, Yukinori","2022",38,0.257,0.316,0.257,1,1,9,0,0,0,0,0,2,0,6,0,1,0,0,4,"0"
"1317","Katoh, Shohei","2016",246,0.245,0.291,0.31,29,12,42,8,3,0,6,1,13,0,46,1,1,16,0,4,"0"
"1318","Okumura, Nobuyuki","2016",8,0,0.25,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,"0"
"1319","Okumura, Nobuyuki","2017",125,0.239,0.298,0.274,12,5,23,4,0,0,1,1,9,0,33,3,1,1,1,2,"0"
"1320","Okumura, Nobuyuki","2018",46,0.22,0.267,0.317,6,4,7,1,0,1,0,0,3,0,10,0,0,1,1,3,"0"
"1321","Okumura, Nobuyuki","2019",195,0.199,0.281,0.277,15,12,23,8,1,1,0,2,16,1,47,2,3,10,0,4,"0"
"1322","Ohshita, Seiichiro","2020",104,0.216,0.314,0.352,10,9,11,6,0,2,0,1,8,0,15,3,5,2,1,1,"0"
"1323","Ohshita, Seiichiro","2021",27,0.16,0.222,0.28,1,2,3,0,0,1,0,0,1,0,7,0,1,0,0,2,"0"
"1324","Ohshita, Seiichiro","2022",10,0.25,0.4,0.5,1,0,0,2,0,0,0,0,1,0,2,0,1,0,0,3,"0"
"1325","Ohshita, Seiichiro","2023",28,0.227,0.37,0.364,2,2,4,0,0,1,0,1,2,0,7,0,3,1,0,4,"0"
"1326","Uchiyama, Souma","2021",6,0,0.167,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,"0"
"1327","Uchiyama, Souma","2022",197,0.232,0.299,0.362,25,19,26,11,0,4,0,0,16,0,52,6,1,3,0,2,"0"
"1328","Uchiyama, Souma","2023",269,0.229,0.29,0.362,20,27,36,12,1,6,3,0,19,0,37,7,2,7,1,3,"0"
"1329","Uchiyama, Souma","2024",54,0.192,0.222,0.212,2,3,9,1,0,0,1,0,1,0,13,2,1,0,0,4,"1"
"1330","Hirasawa, Taiga","2016",53,0.149,0.216,0.234,3,3,4,2,1,0,0,0,4,0,18,1,0,2,0,1,"0"
"1331","Hirasawa, Taiga","2017",129,0.176,0.222,0.235,9,3,17,2,1,1,1,0,6,0,40,1,1,3,0,2,"0"
"1332","Hirasawa, Taiga","2018",353,0.213,0.328,0.33,40,32,40,15,2,5,8,2,48,0,82,1,3,8,3,3,"0"
"1333","Hirasawa, Taiga","2019",108,0.198,0.291,0.286,10,8,13,3,1,1,0,2,12,0,28,0,0,5,0,4,"0"
"1334","Matsui, Hyuma","2016",38,0.143,0.211,0.229,3,1,4,0,0,1,0,0,1,0,8,0,2,0,0,3,"0"
"1335","Matsui, Hyuma","2017",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"0"
"1336","Mashiko, Kyosuke","2021",5,0.2,0.2,0.2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"0"
"1337","Mashiko, Kyosuke","2022",2,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,"0"
"1338","Yoshida, Yuta","2016",35,0,0.032,0,1,0,0,0,0,0,0,0,1,0,12,1,0,4,0,3,"0"
"1339","Yoshida, Yuta","2017",107,0.17,0.228,0.34,10,6,6,7,0,3,0,0,7,0,30,4,0,6,0,4,"0"
"1340","Namiki, Hidetaka","2021",6,0.25,0.4,0.5,4,2,0,1,0,0,4,0,0,0,1,0,1,1,0,1,"0"
"1341","Namiki, Hidetaka","2022",23,0.182,0.182,0.364,3,0,2,0,2,0,2,0,0,0,3,1,0,1,0,2,"0"
"1342","Namiki, Hidetaka","2023",174,0.242,0.282,0.292,37,7,34,3,1,1,15,2,8,0,33,2,1,4,0,3,"0"
"1343","Namiki, Hidetaka","2024",49,0.233,0.25,0.326,15,5,8,1,0,1,10,0,1,0,7,4,0,5,0,4,"0"
"1344","Hayashi, Takuma","2023",154,0.206,0.235,0.241,12,11,24,5,0,0,7,3,6,0,29,2,0,5,2,1,"0"
"1345","Hayashi, Takuma","2024",114,0.167,0.232,0.235,11,7,11,5,1,0,6,3,8,2,24,2,1,2,1,2,"0"
"1346","Hayashi, Takuma","2025",290,0.244,0.297,0.318,35,20,49,11,1,2,11,4,19,4,54,4,2,7,4,3,"0"
"1347","Kuramoto, Toshihiko","2016",566,0.294,0.323,0.343,38,38,135,19,2,1,2,3,22,0,98,13,2,5,3,2,"0"
"1348","Kuramoto, Toshihiko","2017",539,0.262,0.292,0.331,49,50,103,27,1,2,3,1,18,0,102,10,4,9,1,3,"0"
"1349","Kuramoto, Toshihiko","2018",235,0.232,0.251,0.276,11,14,45,7,0,1,1,2,6,0,51,5,0,0,1,4,"0"
"1350","Kohri, Takuya","2017",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"1351","Kohri, Takuya","2019",4,0.25,0.25,0.25,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,"0"
"1352","Kohri, Takuya","2020",7,0,0.143,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,"0"
"1353","Kohri, Takuya","2021",77,0.188,0.263,0.232,4,4,10,3,0,0,1,1,6,0,23,1,1,1,0,4,"0"
"1354","Shimozuru, Ko","2016",116,0.25,0.328,0.452,11,18,15,6,0,5,0,0,12,0,26,7,0,0,0,3,"0"
"1355","Shimozuru, Ko","2017",9,0.111,0.111,0.222,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,"0"
"1356","Kobayashi, Seiji","2016",458,0.204,0.276,0.269,27,35,64,12,1,4,2,1,36,5,76,10,4,19,1,3,"0"
"1357","Kobayashi, Seiji","2017",443,0.206,0.285,0.257,25,27,64,11,1,2,2,0,41,4,64,12,2,19,3,4,"0"
"1358","Miyamoto, Shumei","2018",25,0.16,0.16,0.4,6,2,2,0,0,2,4,1,0,0,8,1,0,0,0,1,"0"
"1359","Miyamoto, Shumei","2020",5,0.4,0.4,0.4,1,0,2,0,0,0,0,1,0,0,3,0,0,0,0,3,"0"
"1360","Miyamoto, Shumei","2021",11,0.2,0.273,0.2,5,0,2,0,0,0,2,2,1,0,6,0,0,0,0,4,"0"
"1361","Yamaguchi, Koki","2021",228,0.207,0.294,0.365,20,20,29,3,1,9,0,1,25,0,53,5,0,0,0,1,"0"
"1362","Yamaguchi, Koki","2022",349,0.237,0.295,0.43,40,57,46,14,0,16,1,0,23,0,84,8,4,0,1,2,"0"
"1363","Yamaguchi, Koki","2023",474,0.235,0.31,0.385,46,57,64,21,0,14,0,0,43,6,122,7,5,0,5,3,"0"
"1364","Yamaguchi, Koki","2024",181,0.2,0.249,0.282,10,13,24,8,0,2,1,0,10,0,30,6,1,0,0,4,"0"
"1365","Miyata, Hokuto","2021",2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,"0"
"1366","Miyata, Hokuto","2022",7,0.143,0.143,0.143,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,"0"
"1367","Futamata, Shoichi","2024",122,0.196,0.259,0.262,7,7,16,4,0,1,1,0,8,0,26,3,1,6,0,1,"0"
"1368","Futamata, Shoichi","2025",130,0.186,0.242,0.314,12,6,14,4,1,3,1,1,8,1,31,2,1,2,1,2,"0"
"1369","Furuichi, Takeru","2023",56,0.16,0.208,0.16,2,0,8,0,0,0,0,1,2,0,13,0,1,3,0,1,"0"
"1370","Furuichi, Takeru","2024",6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"0"
"1371","Furuichi, Takeru","2025",19,0.444,0.474,0.444,1,0,8,0,0,0,0,0,1,0,1,0,0,0,0,3,"0"
"1372","Sano, Kodai","2018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"1373","Sano, Kodai","2019",130,0.207,0.244,0.289,22,9,18,5,1,1,12,3,5,0,43,2,1,3,0,2,"0"
"1374","Sano, Kodai","2020",162,0.214,0.262,0.293,22,3,22,5,3,0,20,4,9,0,37,2,0,13,0,3,"0"
"1375","Sano, Kodai","2021",87,0.146,0.167,0.232,15,2,8,2,1,1,8,2,1,0,26,0,1,3,0,4,"0"
"1376","Sano, Keita","2017",24,0.095,0.208,0.143,1,1,1,1,0,0,0,0,3,0,5,0,0,0,0,1,"0"
"1377","Sano, Keita","2018",130,0.23,0.246,0.381,6,14,20,4,0,5,1,0,3,0,26,3,0,0,1,2,"0"
